Ticker,Type,Rank,Value,TimeWindow
PCTY,price_percent_change,197,25.137157107231918,1m
BELFB,price_percent_change,198,25.05643340857788,1m
SRDX,price_percent_change,199,25.04215851602025,1m
VCEL,price_percent_change,200,25.0,1m
TREX,price_percent_change,201,24.996135415056425,1m
COOL,price_percent_change,202,24.988409828465464,1m
RPD,price_percent_change,203,24.974271012006866,1m
EVBG,price_percent_change,204,24.82858923748181,1m
UBX,price_percent_change,205,24.82566248256624,1m
APPF,price_percent_change,206,24.74942174248267,1m
PPDF,price_percent_change,207,24.73794549266249,1m
EVC,price_percent_change,208,24.719101123595497,1m
AVRO,price_percent_change,209,24.67491278147796,1m
CRHM,price_percent_change,210,24.61538461538461,1m
UIS,price_percent_change,211,24.60937499999999,1m
DNR,price_percent_change,212,24.582338902147953,1m
PMTS,price_percent_change,213,24.509803921568626,1m
SSD,price_percent_change,214,24.42557442557443,1m
SAUC,price_percent_change,215,24.210526315789473,1m
ALSK,price_percent_change,216,24.20382165605095,1m
ITUS,price_percent_change,217,24.148606811145505,1m
PLAB,price_percent_change,218,24.137931034482776,1m
VIVE,price_percent_change,219,24.096385542168658,1m
IRTC,price_percent_change,220,24.06168964105365,1m
PLAY,price_percent_change,221,24.02849740932643,1m
NICK,price_percent_change,222,23.98239823982398,1m
FN,price_percent_change,223,23.944026949987027,1m
CTL,price_percent_change,224,23.84322264561785,1m
AMRX,price_percent_change,225,23.832528180354277,1m
NEPT,price_percent_change,226,23.809523809523817,1m
ISIG,price_percent_change,227,23.780487804878046,1m
INGN,price_percent_change,228,23.743901825680215,1m
ALLT,price_percent_change,229,23.643410852713174,1m
EVI,price_percent_change,230,23.598435462842236,1m
TDS,price_percent_change,231,23.55555555555555,1m
BAND,price_percent_change,232,23.37342810278842,1m
HLIT,price_percent_change,233,23.33333333333333,1m
CLAR,price_percent_change,234,23.07692307692309,1m
OLED,price_percent_change,235,23.045890065557227,1m
SGLB,price_percent_change,236,23.010130246020253,1m
BCOM,price_percent_change,237,22.92000801924619,1m
ATRC,price_percent_change,238,22.805755395683452,1m
XELA,price_percent_change,239,22.75574112734864,1m
ALQA,price_percent_change,240,22.731481481481463,1m
RGS,price_percent_change,241,22.706422018348608,1m
WSM,price_percent_change,242,22.696011004126554,1m
LRAD,price_percent_change,243,22.661870503597136,1m
FUV,price_percent_change,244,22.562674094707535,1m
EIGR,price_percent_change,245,22.549019607843146,1m
RFIL,price_percent_change,246,22.513089005235585,1m
VSTM,price_percent_change,247,22.454308093994786,1m
LITE,price_percent_change,248,22.36842105263156,1m
SPLK,price_percent_change,249,22.34421364985164,1m
ULH,price_percent_change,250,22.278056951423782,1m
FTNT,price_percent_change,251,22.15468773742592,1m
DLTH,price_percent_change,252,22.06390328151986,1m
PETX,price_percent_change,253,22.01834862385321,1m
AMC,price_percent_change,254,21.974522292993626,1m
YELP,price_percent_change,255,21.97368421052632,1m
ICPT,price_percent_change,256,21.922428330522763,1m
DNOW,price_percent_change,257,21.892655367231647,1m
CCRC,price_percent_change,258,21.878862793572306,1m
GVP,price_percent_change,259,21.768778485196403,1m
MANU,price_percent_change,260,21.73913043478261,1m
RYAM,price_percent_change,261,21.701388888888886,1m
SPNE,price_percent_change,262,21.55102040816327,1m
BGG,price_percent_change,263,21.47492625368732,1m
YTEN,price_percent_change,264,21.42857142857143,1m
UNIT,price_percent_change,265,21.415929203539818,1m
CARG,price_percent_change,266,21.390374331550795,1m
UEIC,price_percent_change,267,21.27659574468085,1m
OPRX,price_percent_change,268,21.24105011933174,1m
LMNR,price_percent_change,269,21.21212121212121,1m
COKE,price_percent_change,270,21.20345887229328,1m
MPAA,price_percent_change,271,21.133302368787724,1m
SGRY,price_percent_change,272,21.088435374149668,1m
RGSE,price_percent_change,273,21.086956521739133,1m
MBUU,price_percent_change,274,21.06816961889426,1m
IVAC,price_percent_change,275,20.96774193548386,1m
TSRI,price_percent_change,276,20.93185185185186,1m
SBBP,price_percent_change,277,20.879120879120883,1m
KINS,price_percent_change,278,20.872274143302167,1m
ECYT,price_percent_change,279,20.85526315789475,1m
CMCM,price_percent_change,280,20.85253456221199,1m
OBCI,price_percent_change,281,20.821917808219183,1m
JMBA,price_percent_change,282,20.7635009310987,1m
MDRX,price_percent_change,283,20.700896495517533,1m
OXFD,price_percent_change,284,20.68106312292359,1m
LAWS,price_percent_change,285,20.676691729323306,1m
ACOR,price_percent_change,286,20.66805845511482,1m
ENLK,price_percent_change,287,20.667522464698333,1m
VTNR,price_percent_change,288,20.588235294117645,1m
AFH,price_percent_change,289,20.454545454545443,1m
GOGO,price_percent_change,290,20.435967302452315,1m
LINC,price_percent_change,291,20.33898305084745,1m
GEN,price_percent_change,292,20.279720279720284,1m
DOMO,price_percent_change,293,20.264582080577277,1m
SPWH,price_percent_change,294,20.23575638506877,1m
AGLE,price_percent_change,295,20.233918128654953,1m
ZBRA,price_percent_change,296,20.19497616167366,1m
ERI,price_percent_change,297,20.169082125603868,1m
CLH,price_percent_change,298,20.124223602484463,1m
CBPX,price_percent_change,299,20.063694267515938,1m
FORTY,price_percent_change,300,20.05357142857144,1m
SNBR,price_percent_change,301,20.00736919675755,1m
UWN,price_percent_change,302,20.00000000000001,1m
AINC,price_percent_change,303,19.96202531645569,1m
AUTL,price_percent_change,304,19.950433705080535,1m
PTNR,price_percent_change,305,19.947506561679795,1m
NXRT,price_percent_change,306,19.920462762111356,1m
TPX,price_percent_change,307,19.904126719466454,1m
AGMH,price_percent_change,308,19.885277246653914,1m
SGYP,price_percent_change,309,19.879518072289162,1m
ADSK,price_percent_change,310,19.85361390667886,1m
SRG,price_percent_change,311,19.826547819802467,1m
EVRI,price_percent_change,312,19.807427785419552,1m
EXAS,price_percent_change,313,19.792728508324846,1m
LXFR,price_percent_change,314,19.783197831978335,1m
MASI,price_percent_change,315,19.74275214373214,1m
OMP,price_percent_change,316,19.742268041237125,1m
VJET,price_percent_change,317,19.714285714285726,1m
NANO,price_percent_change,318,19.653022499322308,1m
ELY,price_percent_change,319,19.647485743908756,1m
ATKR,price_percent_change,320,19.609507640067918,1m
SAIL,price_percent_change,321,19.608595548733703,1m
DXPE,price_percent_change,322,19.605911330049263,1m
TBPH,price_percent_change,323,19.59430297798877,1m
DOCU,price_percent_change,324,19.55490696825977,1m
PRA,price_percent_change,325,19.551681195516814,1m
AIHS,price_percent_change,326,19.49541284403669,1m
FLS,price_percent_change,327,19.486823855755894,1m
ACIA,price_percent_change,328,19.44617299315495,1m
XONE,price_percent_change,329,19.43661971830987,1m
JWN,price_percent_change,330,19.415047142582264,1m
IIIV,price_percent_change,331,19.40203562340966,1m
VNOM,price_percent_change,332,19.359664871334527,1m
UUUU,price_percent_change,333,19.343065693430646,1m
CNDT,price_percent_change,334,19.33884297520662,1m
FIVE,price_percent_change,335,19.336729389749465,1m
NTN,price_percent_change,336,19.310344827586228,1m
FRPT,price_percent_change,337,19.29530201342281,1m
TAIT,price_percent_change,338,19.2857142857143,1m
SNGX,price_percent_change,339,19.17842954948862,1m
MRSN,price_percent_change,340,19.133574007220208,1m
DBVT,price_percent_change,341,19.097995545657014,1m
NOA,price_percent_change,342,19.083969465648856,1m
RCUS,price_percent_change,343,19.081272084805654,1m
OASM,price_percent_change,344,19.052980132450337,1m
DRNA,price_percent_change,345,19.006982156710624,1m
CDXS,price_percent_change,346,18.978102189781033,1m
INSY,price_percent_change,347,18.96678966789668,1m
CACC,price_percent_change,348,18.91649048625794,1m
PINC,price_percent_change,349,18.906544573121455,1m
AMSWA,price_percent_change,350,18.906144496961506,1m
PRMW,price_percent_change,351,18.904593639575975,1m
ZS,price_percent_change,352,18.86035313001604,1m
CTRN,price_percent_change,353,18.803116147308778,1m
BJ,price_percent_change,354,18.78068739770867,1m
HCKT,price_percent_change,355,18.771929824561386,1m
CASM,price_percent_change,356,18.749999999999993,1m
OMEX,price_percent_change,357,18.741450068399455,1m
TDOC,price_percent_change,358,18.63743148003132,1m
INFI,price_percent_change,359,18.6046511627907,1m
WCG,price_percent_change,360,18.566456809916705,1m
AVEO,price_percent_change,361,18.552036199095028,1m
KIDS,price_percent_change,362,18.526703499079193,1m
BLCM,price_percent_change,363,18.505942275042457,1m
IDXG,price_percent_change,364,18.421052631578966,1m
NLSN,price_percent_change,365,18.38103756708408,1m
ATNI,price_percent_change,366,18.376205787781338,1m
LBRT,price_percent_change,367,18.35803876852909,1m
AVAV,price_percent_change,368,18.352059925093616,1m
SFM,price_percent_change,369,18.315191670610513,1m
NPK,price_percent_change,370,18.239795918367363,1m
OSB,price_percent_change,371,18.158925573587002,1m
NVRO,price_percent_change,372,18.11672037235948,1m
ANF,price_percent_change,373,18.099352051835858,1m
XLRN,price_percent_change,374,18.0848542308604,1m
PKOH,price_percent_change,375,18.0281690140845,1m
QUAD,price_percent_change,376,17.98994974874373,1m
PSDO,price_percent_change,377,17.943107221006567,1m
MDB,price_percent_change,378,17.914707857622567,1m
SAH,price_percent_change,379,17.886178861788622,1m
ANDE,price_percent_change,380,17.877906976744182,1m
I,price_percent_change,381,17.858904785397144,1m
BRSS,price_percent_change,382,17.823343848580446,1m
GTHX,price_percent_change,383,17.792655711097595,1m
QRHC,price_percent_change,384,17.777777777777782,1m
FNSR,price_percent_change,385,17.775161859917617,1m
NDLS,price_percent_change,386,17.766497461928935,1m
WRLD,price_percent_change,387,17.665708907163378,1m
SFS,price_percent_change,388,17.647058823529406,1m
FTR,price_percent_change,389,17.5983436853002,1m
DISH,price_percent_change,390,17.578772802653415,1m
GBT,price_percent_change,391,17.541766109785208,1m
AAP,price_percent_change,392,17.525920629245633,1m
IOVA,price_percent_change,393,17.46323529411765,1m
DCO,price_percent_change,394,17.463180042079937,1m
INOV,price_percent_change,395,17.41293532338308,1m
UQM,price_percent_change,396,17.3469387755102,1m
HMTV,price_percent_change,397,17.316017316017316,1m
NVEE,price_percent_change,398,17.28813559322034,1m
FCNCA,price_percent_change,399,17.23079190410689,1m
OTEL,price_percent_change,400,17.229729729729733,1m
PACB,price_percent_change,401,17.213114754098356,1m
MIDD,price_percent_change,402,17.139770160102152,1m
CARB,price_percent_change,403,17.1388101983003,1m
RDIB,price_percent_change,404,17.125506072874497,1m
LIND,price_percent_change,405,17.0807453416149,1m
LXFT,price_percent_change,406,17.06036745406824,1m
RNG,price_percent_change,407,16.999999999999993,1m
AGEN,price_percent_change,408,16.94915254237287,1m
PSTG,price_percent_change,409,16.901408450704224,1m
ALSN,price_percent_change,410,16.900737919542973,1m
CAI,price_percent_change,411,16.8956043956044,1m
INTT,price_percent_change,412,16.89189189189189,1m
SHEN,price_percent_change,413,16.8469860896445,1m
ETSY,price_percent_change,414,16.8453657374315,1m
BJRI,price_percent_change,415,16.718750000000004,1m
GNMX,price_percent_change,416,16.66666666666666,1m
REED,price_percent_change,417,16.666666666666654,1m
TEAM,price_percent_change,418,16.61700975081256,1m
NS,price_percent_change,419,16.604861969509688,1m
QNST,price_percent_change,420,16.509090909090908,1m
VYGR,price_percent_change,421,16.476964769647694,1m
HUD,price_percent_change,422,16.46191646191646,1m
BIG,price_percent_change,423,16.4459930313589,1m
HZNP,price_percent_change,424,16.43598615916956,1m
SLP,price_percent_change,425,16.430594900849872,1m
OPNT,price_percent_change,426,16.42785714285715,1m
NAVG,price_percent_change,427,16.415410385259626,1m
AIN,price_percent_change,428,16.414523449319226,1m
MCY,price_percent_change,429,16.368455931080177,1m
BRY,price_percent_change,430,16.328066215199414,1m
CBIO,price_percent_change,431,16.315789473684216,1m
TRMB,price_percent_change,432,16.312056737588655,1m
MEIP,price_percent_change,433,16.31016042780747,1m
CVCO,price_percent_change,434,16.28352490421456,1m
CLPR,price_percent_change,435,16.2109375,1m
MANH,price_percent_change,436,16.19184259069481,1m
AIRG,price_percent_change,437,16.189715058555926,1m
TSCO,price_percent_change,438,16.170491803278686,1m
IRDM,price_percent_change,439,16.15598885793873,1m
AAN,price_percent_change,440,16.149068322981375,1m
RBA,price_percent_change,441,16.134913400182324,1m
WMS,price_percent_change,442,16.087751371115168,1m
WP,price_percent_change,443,16.078950535563845,1m
CYBR,price_percent_change,444,16.064445487251685,1m
TELL,price_percent_change,445,16.05744125326371,1m
KMPH,price_percent_change,446,16.049382716049394,1m
RUBY,price_percent_change,447,16.012921089063216,1m
MEDP,price_percent_change,448,15.926236378876785,1m
TECH,price_percent_change,449,15.896078310656895,1m
MSTR,price_percent_change,450,15.879529266026626,1m
GMRE,price_percent_change,451,15.873015873015884,1m
GTES,price_percent_change,452,15.85526315789474,1m
VCYT,price_percent_change,453,15.804327375352772,1m
TGC,price_percent_change,454,15.789473684210542,1m
SCPH,price_percent_change,455,15.754923413566733,1m
RCKY,price_percent_change,456,15.749525616698287,1m
IHT,price_percent_change,457,15.735714285714298,1m
SYRS,price_percent_change,458,15.72580645161291,1m
ARCI,price_percent_change,459,15.688908792357061,1m
BPMC,price_percent_change,460,15.67314132618888,1m
WDAY,price_percent_change,461,15.66449636154729,1m
SSP,price_percent_change,462,15.63492063492064,1m
LULU,price_percent_change,463,15.633333333333328,1m
CBAY,price_percent_change,464,15.59633027522935,1m
TTEK,price_percent_change,465,15.588723051409628,1m
NOVT,price_percent_change,466,15.56886227544911,1m
SOI,price_percent_change,467,15.516062884483922,1m
PLCE,price_percent_change,468,15.500628403854211,1m
HQY,price_percent_change,469,15.497382198952863,1m
QADA,price_percent_change,470,15.49019607843137,1m
BSTC,price_percent_change,471,15.477252453166809,1m
SGMO,price_percent_change,472,15.471698113207552,1m
XRF,price_percent_change,473,15.46391752577321,1m
RLH,price_percent_change,474,15.447154471544703,1m
VRA,price_percent_change,475,15.396458814472672,1m
JASN,price_percent_change,476,15.350877192982463,1m
WAIR,price_percent_change,477,15.350877192982457,1m
EVH,price_percent_change,478,15.347721822541963,1m
JKHY,price_percent_change,479,15.343183637819358,1m
SWIR,price_percent_change,480,15.31531531531532,1m
HDP,price_percent_change,481,15.265957446808514,1m
DL,price_percent_change,482,15.263157894736846,1m
ALOT,price_percent_change,483,15.258855585831046,1m
GOV,price_percent_change,484,15.238095238095253,1m
TTI,price_percent_change,485,15.217391304347824,1m
FOR,price_percent_change,486,15.21252796420581,1m
PRQR,price_percent_change,487,15.151515151515152,1m
RRC,price_percent_change,488,15.134761575673803,1m
ICHR,price_percent_change,489,15.102429728442123,1m
NHTC,price_percent_change,490,15.074946466809418,1m
TROV,price_percent_change,491,15.07055761063159,1m
WMGI,price_percent_change,492,15.05553270259153,1m
RDY,price_percent_change,493,15.032894736842106,1m
ZEN,price_percent_change,494,15.004306632213623,1m
OLLI,price_percent_change,495,14.989293361884368,1m
LFVN,price_percent_change,496,14.948453608247434,1m
LHCG,price_percent_change,497,14.92778740612363,1m
YEXT,price_percent_change,498,14.927404718693282,1m
ZIOP,price_percent_change,499,14.919354838709681,1m
CHGG,price_percent_change,500,14.908424908424909,1m
NSP,price_percent_change,501,14.89043824701194,1m
LOV,price_percent_change,502,14.864864864864868,1m
CRY,price_percent_change,503,14.839797639123098,1m
GTIM,price_percent_change,504,14.839106859564785,1m
BDC,price_percent_change,505,14.828124999999993,1m
WPRT,price_percent_change,506,14.800000000000004,1m
FNHC,price_percent_change,507,14.79703186381493,1m
OCUL,price_percent_change,508,14.72727272727272,1m
BKE,price_percent_change,509,14.686825053995692,1m
MLR,price_percent_change,510,14.68253968253968,1m
SPPI,price_percent_change,511,14.679756895745676,1m
PRLB,price_percent_change,512,14.676034348165507,1m
KDMN,price_percent_change,513,14.626865671641784,1m
UHT,price_percent_change,514,14.595509074131051,1m
KTWO,price_percent_change,515,14.58333333333334,1m
LAND,price_percent_change,516,14.581535806729937,1m
EPAY,price_percent_change,517,14.564672160515949,1m
BR,price_percent_change,518,14.498806682577584,1m
FLR,price_percent_change,519,14.484126984126993,1m
ORBC,price_percent_change,520,14.464099895941734,1m
SM,price_percent_change,521,14.46327683615819,1m
TPL,price_percent_change,522,14.45945945945946,1m
NVCR,price_percent_change,523,14.449213161659506,1m
SECO,price_percent_change,524,14.37908496732026,1m
SVT,price_percent_change,525,14.374034003091186,1m
MGY,price_percent_change,526,14.367816091954023,1m
CVGW,price_percent_change,527,14.363143631436316,1m
VSTO,price_percent_change,528,14.349206349206359,1m
SWN,price_percent_change,529,14.34343434343434,1m
ESPR,price_percent_change,530,14.325646401118098,1m
JNCE,price_percent_change,531,14.305364511691899,1m
DPZ,price_percent_change,532,14.288454161871883,1m
CGEN,price_percent_change,533,14.28571428571429,1m
VPG,price_percent_change,534,14.24903722721437,1m
IDSA,price_percent_change,535,14.247994312988727,1m
AEO,price_percent_change,536,14.234016887816642,1m
MYGN,price_percent_change,537,14.211886304909555,1m
ANDX,price_percent_change,538,14.179104477611947,1m
DKL,price_percent_change,539,14.111498257839724,1m
CYH,price_percent_change,540,14.1025641025641,1m
BBU,price_percent_change,541,14.078041315990808,1m
CDMO,price_percent_change,542,14.076782449725785,1m
JRSH,price_percent_change,543,14.052614052614043,1m
TLYS,price_percent_change,544,14.050131926121365,1m
ETP,price_percent_change,545,14.047968673519339,1m
JAX,price_percent_change,546,14.018691588785048,1m
IIN,price_percent_change,547,13.957446808510642,1m
AMRC,price_percent_change,548,13.953488372093014,1m
OMCL,price_percent_change,549,13.9515455304929,1m
EIGI,price_percent_change,550,13.946587537091975,1m
XAN,price_percent_change,551,13.904761904761914,1m
GPI,price_percent_change,552,13.877610208816717,1m
HMI,price_percent_change,553,13.850996852046174,1m
ALTR,price_percent_change,554,13.792134831460665,1m
KBR,price_percent_change,555,13.789417423837511,1m
MCC,price_percent_change,556,13.782991202346034,1m
RBCN,price_percent_change,557,13.776137761377601,1m
STRA,price_percent_change,558,13.758782201405143,1m
BRKR,price_percent_change,559,13.75080697224016,1m
ANET,price_percent_change,560,13.74963137717488,1m
OPK,price_percent_change,561,13.737373737373732,1m
FIZZ,price_percent_change,562,13.724925616661865,1m
GTN,price_percent_change,563,13.712374581939804,1m
CURO,price_percent_change,564,13.699141470698029,1m
STRL,price_percent_change,565,13.695485845447584,1m
PDS,price_percent_change,566,13.675213675213687,1m
NVAX,price_percent_change,567,13.675213675213687,1m
